,folder,no,sl0,sl1,sl2,dur,diff
69,Actual Test 09,57,38.659,38.393,20.802,"[(0, 2451, 2451), (2451, 9050, 6599), (9050, 13652, 4602), (13652, 27369, 13717), (27369, 33090, 5721), (33090, 34142, 1052), (34142, 38659, 4517), (38659, 41807, 3148), (41807, 45497, 3690), (45497, 50226, 4729), (50226, 55267, 5041), (55267, 57000, 1733), (57000, 58679, 1679), (58679, 60037, 1358), (60037, 61787, 1750), (61787, 65391, 3604), (65391, 68096, 2705), (68096, 71477, 3381), (71477, 72599, 1122), (72599, 77052, 4453), (77052, 78023, 971), (78023, 81824, 3801), (81824, 82745, 921), (82745, 86185, 3440), (86185, 87164, 979), (87164, 90479, 3315), (90479, 91359, 880), (91359, 97854, 6495)]",0.266
70,Actual Test 09,59,37.267,34.407,22.679,"[(0, 2377, 2377), (2377, 6853, 4476), (6853, 10396, 3543), (10396, 11872, 1476), (11872, 15957, 4085), (15957, 18655, 2698), (18655, 21485, 2830), (21485, 25255, 3770), (25255, 28511, 3256), (28511, 31997, 3486), (31997, 33240, 1243), (33240, 37267, 4027), (37267, 42458, 5191), (42458, 45879, 3421), (45879, 53368, 7489), (53368, 56231, 2863), (56231, 66529, 10298), (66529, 67591, 1062), (67591, 71674, 4083), (71674, 72615, 941), (72615, 76520, 3905), (76520, 77457, 937), (77457, 80916, 3459), (80916, 82316, 1400), (82316, 85893, 3577), (85893, 86876, 983), (86876, 94353, 7477)]",2.86
71,Actual Test 09,60,28.238,27.353,17.943,"[(0, 2286, 2286), (2286, 4472, 2186), (4472, 9603, 5131), (9603, 13678, 4075), (13678, 17152, 3474), (17152, 19087, 1935), (19087, 22656, 3569), (22656, 23676, 1020), (23676, 28238, 4562), (28238, 32683, 4445), (32683, 35558, 2875), (35558, 37615, 2057), (37615, 40159, 2544), (40159, 44160, 4001), (44160, 46031, 1871), (46031, 49833, 3802), (49833, 51068, 1235), (51068, 55591, 4523), (55591, 56729, 1138), (56729, 59228, 2499), (59228, 60054, 826), (60054, 62559, 2505), (62559, 63471, 912), (63471, 66651, 3180), (66651, 67553, 902), (67553, 73534, 5981)]",0.885
72,Actual Test 10,37,27.354,24.852,18.01,"[(0, 2454, 2454), (2454, 4909, 2455), (4909, 7376, 2467), (7376, 9137, 1761), (9137, 11122, 1985), (11122, 13395, 2273), (13395, 14390, 995), (14390, 17446, 3056), (17446, 18239, 793), (18239, 21680, 3441), (21680, 23010, 1330), (23010, 27354, 4344), (27354, 29809, 2455), (29809, 32276, 2467), (32276, 34037, 1761), (34037, 36022, 1985), (36022, 38295, 2273), (38295, 39290, 995), (39290, 42346, 3056), (42346, 43139, 793), (43139, 46580, 3441), (46580, 47910, 1330), (47910, 52206, 4296), (52206, 52981, 775), (52981, 55719, 2738), (55719, 56580, 861), (56580, 59388, 2808), (59388, 60342, 954), (60342, 63193, 2851), (63193, 64278, 1085), (64278, 70216, 5938)]",2.502
73,Actual Test 10,41,24.803,22.593,16.943,"[(0, 2227, 2227), (2227, 4737, 2510), (4737, 5925, 1188), (5925, 8906, 2981), (8906, 11850, 2944), (11850, 15388, 3538), (15388, 16741, 1353), (16741, 19972, 3231), (19972, 21014, 1042), (21014, 24803, 3789), (24803, 27312, 2509), (27312, 28501, 1189), (28501, 31481, 2980), (31481, 34426, 2945), (34426, 37964, 3538), (37964, 39316, 1352), (39316, 42548, 3232), (42548, 43590, 1042), (43590, 47396, 3806), (47396, 48242, 846), (48242, 50794, 2552), (50794, 51546, 752), (51546, 54530, 2984), (54530, 55349, 819), (55349, 58103, 2754), (58103, 58864, 761), (58864, 64339, 5475)]",2.21
74,Actual Test 10,42,27.032,24.647,15.559,"[(0, 2384, 2384), (2384, 4484, 2100), (4484, 7213, 2729), (7213, 8411, 1198), (8411, 9612, 1201), (9612, 10723, 1111), (10723, 15021, 4298), (15021, 17828, 2807), (17828, 21835, 4007), (21835, 23053, 1218), (23053, 27032, 3979), (27032, 29132, 2100), (29132, 31862, 2730), (31862, 33060, 1198), (33060, 34260, 1200), (34260, 35372, 1112), (35372, 39670, 4298), (39670, 42476, 2806), (42476, 46483, 4007), (46483, 47701, 1218), (47701, 51679, 3978), (51679, 52537, 858), (52537, 54378, 1841), (54378, 55355, 977), (55355, 57443, 2088), (57443, 58444, 1001), (58444, 60566, 2122), (60566, 61580, 1014), (61580, 67238, 5658)]",2.385
75,Actual Test 10,44,26.997,24.749,19.123,"[(0, 2245, 2245), (2245, 4817, 2572), (4817, 5963, 1146), (5963, 6776, 813), (6776, 9792, 3016), (9792, 11616, 1824), (11616, 13295, 1679), (13295, 16418, 3123), (16418, 17256, 838), (17256, 20645, 3389), (20645, 21842, 1197), (21842, 26997, 5155), (26997, 29569, 2572), (29569, 30714, 1145), (30714, 31528, 814), (31528, 34544, 3016), (34544, 36368, 1824), (36368, 38047, 1679), (38047, 41170, 3123), (41170, 42007, 837), (42007, 45397, 3390), (45397, 46594, 1197), (46594, 51746, 5152), (51746, 52971, 1225), (52971, 55377, 2406), (55377, 56379, 1002), (56379, 59401, 3022), (59401, 60458, 1057), (60458, 63287, 2829), (63287, 64488, 1201), (64488, 70869, 6381)]",2.248
76,Actual Test 10,45,29.048,26.814,21.303,"[(0, 2223, 2223), (2223, 4838, 2615), (4838, 6113, 1275), (6113, 7902, 1789), (7902, 11705, 3803), (11705, 18197, 6492), (18197, 20609, 2412), (20609, 23569, 2960), (23569, 24751, 1182), (24751, 29048, 4297), (29048, 31662, 2614), (31662, 32938, 1276), (32938, 34727, 1789), (34727, 38529, 3802), (38529, 45022, 6493), (45022, 47433, 2411), (47433, 50393, 2960), (50393, 51575, 1182), (51575, 55862, 4287), (55862, 56720, 858), (56720, 59647, 2927), (59647, 60599, 952), (60599, 63828, 3229), (63828, 64795, 967), (64795, 69118, 4323), (69118, 70215, 1097), (70215, 77165, 6950)]",2.234
77,Actual Test 10,56,42.216,40.527,16.208,"[(0, 2432, 2432), (2432, 7512, 5080), (7512, 10950, 3438), (10950, 13272, 2322), (13272, 15670, 2398), (15670, 20403, 4733), (20403, 22607, 2204), (22607, 25166, 2559), (25166, 26790, 1624), (26790, 27846, 1056), (27846, 30537, 2691), (30537, 36351, 5814), (36351, 37821, 1470), (37821, 42216, 4395), (42216, 47630, 5414), (47630, 51138, 3508), (51138, 55323, 4185), (55323, 60219, 4896), (60219, 63020, 2801), (63020, 67358, 4338), (67358, 68263, 905), (68263, 77334, 9071), (77334, 78548, 1214), (78548, 82743, 4195), (82743, 83546, 803), (83546, 85243, 1697), (85243, 86141, 898), (86141, 88358, 2217), (88358, 89404, 1046), (89404, 92151, 2747), (92151, 93145, 994), (93145, 98951, 5806)]",1.689
78,Actual Test 10,57,47.427,46.35,21.37,"[(0, 2488, 2488), (2488, 6450, 3962), (6450, 10610, 4160), (10610, 13024, 2414), (13024, 15867, 2843), (15867, 22352, 6485), (22352, 30037, 7685), (30037, 41894, 11857), (41894, 42852, 958), (42852, 47427, 4575), (47427, 48155, 728), (48155, 51209, 3054), (51209, 55039, 3830), (55039, 57919, 2880), (57919, 59280, 1361), (59280, 61293, 2013), (61293, 64006, 2713), (64006, 67875, 3869), (67875, 71028, 3153), (71028, 75090, 4062), (75090, 78595, 3505), (78595, 81497, 2902), (81497, 82302, 805), (82302, 87182, 4880), (87182, 88249, 1067), (88249, 93066, 4817), (93066, 93777, 711), (93777, 94074, 297), (94074, 98641, 4567), (98641, 99478, 837), (99478, 103520, 4042), (103520, 104349, 829), (104349, 107670, 3321), (107670, 108501, 831), (108501, 115147, 6646)]",1.077
79,Actual Test 11,37,28.83,26.06,22.745,"[(0, 2632, 2632), (2632, 5187, 2555), (5187, 8569, 3382), (8569, 10906, 2337), (10906, 13328, 2422), (13328, 15613, 2285), (15613, 17876, 2263), (17876, 23154, 5278), (23154, 24350, 1196), (24350, 28830, 4480), (28830, 31384, 2554), (31384, 34766, 3382), (34766, 37103, 2337), (37103, 39526, 2423), (39526, 41811, 2285), (41811, 44074, 2263), (44074, 49352, 5278), (49352, 50548, 1196), (50548, 54890, 4342), (54890, 55842, 952), (55842, 59319, 3477), (59319, 60214, 895), (60214, 63263, 3049), (63263, 64231, 968), (64231, 69116, 4885), (69116, 69959, 843), (69959, 77635, 7676)]",2.77
80,Actual Test 11,41,28.688,26.249,19.746,"[(0, 2416, 2416), (2416, 5781, 3365), (5781, 8684, 2903), (8684, 10548, 1864), (10548, 12180, 1632), (12180, 16463, 4283), (16463, 18801, 2338), (18801, 23043, 4242), (23043, 24080, 1037), (24080, 28688, 4608), (28688, 32053, 3365), (32053, 34955, 2902), (34955, 36819, 1864), (36819, 38452, 1633), (38452, 42735, 4283), (42735, 45073, 2338), (45073, 49315, 4242), (49315, 50352, 1037), (50352, 54937, 4585), (54937, 55791, 854), (55791, 58750, 2959), (58750, 59741, 991), (59741, 62994, 3253), (62994, 63939, 945), (63939, 67505, 3566), (67505, 68299, 794), (68299, 74683, 6384)]",2.439
81,Actual Test 11,42,33.746,31.167,20.376,"[(0, 2514, 2514), (2514, 6265, 3751), (6265, 8293, 2028), (8293, 10096, 1803), (10096, 11833, 1737), (11833, 14955, 3122), (14955, 17482, 2527), (17482, 20524, 3042), (20524, 22454, 1930), (22454, 24331, 1877), (24331, 28031, 3700), (28031, 29049, 1018), (29049, 33746, 4697), (33746, 37498, 3752), (37498, 39526, 2028), (39526, 41329, 1803), (41329, 43065, 1736), (43065, 46188, 3123), (46188, 48715, 2527), (48715, 51756, 3041), (51756, 53686, 1930), (53686, 55563, 1877), (55563, 59264, 3701), (59264, 60282, 1018), (60282, 64913, 4631), (64913, 65801, 888), (65801, 69023, 3222), (69023, 69883, 860), (69883, 72933, 3050), (72933, 73926, 993), (73926, 77662, 3736), (77662, 78597, 935), (78597, 85289, 6692)]",2.579
82,Actual Test 11,44,29.354,26.803,20.485,"[(0, 2527, 2527), (2527, 4465, 1938), (4465, 7296, 2831), (7296, 9582, 2286), (9582, 12324, 2742), (12324, 16955, 4631), (16955, 17835, 880), (17835, 19452, 1617), (19452, 23009, 3557), (23009, 24246, 1237), (24246, 29354, 5108), (29354, 31292, 1938), (31292, 34123, 2831), (34123, 36409, 2286), (36409, 39151, 2742), (39151, 43781, 4630), (43781, 44662, 881), (44662, 46279, 1617), (46279, 49836, 3557), (49836, 51073, 1237), (51073, 56157, 5084), (56157, 57093, 936), (57093, 60043, 2950), (60043, 61049, 1006), (61049, 64110, 3061), (64110, 65170, 1060), (65170, 68617, 3447), (68617, 69802, 1185), (69802, 76642, 6840)]",2.551
83,Actual Test 11,45,31.34,28.885,19.056,"[(0, 2433, 2433), (2433, 4520, 2087), (4520, 5900, 1380), (5900, 7277, 1377), (7277, 9666, 2389), (9666, 13770, 4104), (13770, 15694, 1924), (15694, 18583, 2889), (18583, 21324, 2741), (21324, 22723, 1399), (22723, 25837, 3114), (25837, 26867, 1030), (26867, 31340, 4473), (31340, 33427, 2087), (33427, 34807, 1380), (34807, 36184, 1377), (36184, 38573, 2389), (38573, 42677, 4104), (42677, 44600, 1923), (44600, 47490, 2890), (47490, 50231, 2741), (50231, 51630, 1399), (51630, 54744, 3114), (54744, 55774, 1030), (55774, 60225, 4451), (60225, 61212, 987), (61212, 63921, 2709), (63921, 64832, 911), (64832, 67646, 2814), (67646, 68595, 949), (68595, 71819, 3224), (71819, 72673, 854), (72673, 79281, 6608)]",2.455
84,Actual Test 11,52,36.612,32.706,20.281,"[(0, 2290, 2290), (2290, 6034, 3744), (6034, 10838, 4804), (10838, 13834, 2996), (13834, 18648, 4814), (18648, 20431, 1783), (20431, 23474, 3043), (23474, 26302, 2828), (26302, 28093, 1791), (28093, 31221, 3128), (31221, 32531, 1310), (32531, 36612, 4081), (36612, 40326, 3714), (40326, 44905, 4579), (44905, 48007, 3102), (48007, 52203, 4196), (52203, 56698, 4495), (56698, 58977, 2279), (58977, 64060, 5083), (64060, 65352, 1292), (65352, 69318, 3966), (69318, 70254, 936), (70254, 73295, 3041), (73295, 74334, 1039), (74334, 77468, 3134), (77468, 78559, 1091), (78559, 81794, 3235), (81794, 82947, 1153), (82947, 89599, 6652)]",3.906
85,Actual Test 11,56,47.183,45.375,22.04,"[(0, 2432, 2432), (2432, 7155, 4723), (7155, 9880, 2725), (9880, 13050, 3170), (13050, 15101, 2051), (15101, 18397, 3296), (18397, 21730, 3333), (21730, 22820, 1090), (22820, 25056, 2236), (25056, 28065, 3009), (28065, 30424, 2359), (30424, 33241, 2817), (33241, 34831, 1590), (34831, 36135, 1304), (36135, 41037, 4902), (41037, 42255, 1218), (42255, 47183, 4928), (47183, 52440, 5257), (52440, 58226, 5786), (58226, 60529, 2303), (60529, 67004, 6475), (67004, 70619, 3615), (70619, 73491, 2872), (73491, 76036, 2545), (76036, 78775, 2739), (78775, 86413, 7638), (86413, 87753, 1340), (87753, 92558, 4805), (92558, 93309, 751), (93309, 96503, 3194), (96503, 97543, 1040), (97543, 101118, 3575), (101118, 102231, 1113), (102231, 106341, 4110), (106341, 107316, 975), (107316, 114598, 7282)]",1.808
86,Actual Test 11,57,34.464,32.513,20.375,"[(0, 2399, 2399), (2399, 6131, 3732), (6131, 10599, 4468), (10599, 11676, 1077), (11676, 16427, 4751), (16427, 23462, 7035), (23462, 28316, 4854), (28316, 29457, 1141), (29457, 34464, 5007), (34464, 38306, 3842), (38306, 41588, 3282), (41588, 43259, 1671), (43259, 44184, 925), (44184, 47091, 2907), (47091, 49241, 2150), (49241, 52582, 3341), (52582, 55695, 3113), (55695, 60645, 4950), (60645, 61890, 1245), (61890, 66977, 5087), (66977, 68207, 1230), (68207, 71932, 3725), (71932, 72831, 899), (72831, 75658, 2827), (75658, 76599, 941), (76599, 79810, 3211), (79810, 80741, 931), (80741, 87352, 6611)]",1.951
87,Actual Test 11,59,37.662,34.315,24.126,"[(0, 2318, 2318), (2318, 7924, 5606), (7924, 11576, 3652), (11576, 18831, 7255), (18831, 21410, 2579), (21410, 25211, 3801), (25211, 32343, 7132), (32343, 33424, 1081), (33424, 37662, 4238), (37662, 43445, 5783), (43445, 46915, 3470), (46915, 51715, 4800), (51715, 52723, 1008), (52723, 54100, 1377), (54100, 56999, 2899), (56999, 59835, 2836), (59835, 63197, 3362), (63197, 66865, 3668), (66865, 68001, 1136), (68001, 71977, 3976), (71977, 72962, 985), (72962, 77276, 4314), (77276, 78200, 924), (78200, 82598, 4398), (82598, 83663, 1065), (83663, 88075, 4412), (88075, 88971, 896), (88971, 96103, 7132)]",3.347
88,Actual Test 12,37,24.466,22.399,17.343,"[(0, 2120, 2120), (2120, 2965, 845), (2965, 5895, 2930), (5895, 6744, 849), (6744, 9209, 2465), (9209, 10225, 1016), (10225, 12676, 2451), (12676, 14668, 1992), (14668, 19710, 5042), (19710, 24466, 4756), (24466, 25310, 844), (25310, 28240, 2930), (28240, 29090, 850), (29090, 31554, 2464), (31554, 32570, 1016), (32570, 35022, 2452), (35022, 37013, 1991), (37013, 42055, 5042), (42055, 46865, 4810), (46865, 47674, 809), (47674, 50099, 2425), (50099, 50804, 705), (50804, 53472, 2668), (53472, 54378, 906), (54378, 57121, 2743), (57121, 57928, 807), (57928, 64208, 6280)]",2.067
89,Actual Test 12,41,26.261,24.102,16.431,"[(0, 2153, 2153), (2153, 3374, 1221), (3374, 4374, 1000), (4374, 7762, 3388), (7762, 9171, 1409), (9171, 12246, 3075), (12246, 15616, 3370), (15616, 21390, 5774), (21390, 22474, 1084), (22474, 26261, 3787), (26261, 27481, 1220), (27481, 28481, 1000), (28481, 31870, 3389), (31870, 33279, 1409), (33279, 36354, 3075), (36354, 39724, 3370), (39724, 45497, 5773), (45497, 46582, 1085), (46582, 50363, 3781), (50363, 51124, 761), (51124, 53160, 2036), (53160, 54056, 896), (54056, 56477, 2421), (56477, 57324, 847), (57324, 59844, 2520), (59844, 60755, 911), (60755, 66794, 6039)]",2.159
90,Actual Test 12,44,29.173,27.041,18.6,"[(0, 2184, 2184), (2184, 4316, 2132), (4316, 5989, 1673), (5989, 10372, 4383), (10372, 13139, 2767), (13139, 14128, 989), (14128, 17334, 3206), (17334, 20755, 3421), (20755, 24010, 3255), (24010, 24954, 944), (24954, 29173, 4219), (29173, 31305, 2132), (31305, 32978, 1673), (32978, 37361, 4383), (37361, 40128, 2767), (40128, 41117, 989), (41117, 44323, 3206), (44323, 47744, 3421), (47744, 50999, 3255), (50999, 51943, 944), (51943, 56214, 4271), (56214, 57041, 827), (57041, 60311, 3270), (60311, 61100, 789), (61100, 64065, 2965), (64065, 64960, 895), (64960, 67779, 2819), (67779, 68573, 794), (68573, 74814, 6241)]",2.132
91,Actual Test 12,45,33.339,31.082,21.678,"[(0, 2249, 2249), (2249, 3017, 768), (3017, 5680, 2663), (5680, 7354, 1674), (7354, 12319, 4965), (12319, 16104, 3785), (16104, 17303, 1199), (17303, 21451, 4148), (21451, 23891, 2440), (23891, 28147, 4256), (28147, 29085, 938), (29085, 33339, 4254), (33339, 34107, 768), (34107, 36770, 2663), (36770, 38445, 1675), (38445, 43409, 4964), (43409, 47195, 3786), (47195, 48393, 1198), (48393, 52541, 4148), (52541, 54981, 2440), (54981, 59237, 4256), (59237, 60175, 938), (60175, 64421, 4246), (64421, 65276, 855), (65276, 68989, 3713), (68989, 69894, 905), (69894, 73487, 3593), (73487, 74502, 1015), (74502, 78247, 3745), (78247, 79204, 957), (79204, 86099, 6895)]",2.257
92,Actual Test 12,52,40.595,37.906,19.562,"[(0, 2304, 2304), (2304, 3334, 1030), (3334, 7692, 4358), (7692, 13671, 5979), (13671, 20811, 7140), (20811, 22797, 1986), (22797, 26930, 4133), (26930, 30863, 3933), (30863, 36130, 5267), (36130, 36951, 821), (36951, 40595, 3644), (40595, 45969, 5374), (45969, 52256, 6287), (52256, 53346, 1090), (53346, 59222, 5876), (59222, 73804, 14582), (73804, 74658, 854), (74658, 78501, 3843), (78501, 79449, 948), (79449, 82733, 3284), (82733, 83650, 917), (83650, 87370, 3720), (87370, 88285, 915), (88285, 91207, 2922), (91207, 92015, 808), (92015, 98063, 6048)]",2.689
93,Actual Test 12,56,44.265,41.172,21.403,"[(0, 257, 257), (257, 2561, 2304), (2561, 11110, 8549), (11110, 15936, 4826), (15936, 24601, 8665), (24601, 27886, 3285), (27886, 31437, 3551), (31437, 37209, 5772), (37209, 38096, 887), (38096, 44265, 6169), (44265, 52730, 8465), (52730, 57673, 4943), (57673, 65948, 8275), (65948, 66422, 474), (66422, 78450, 12028), (78450, 79498, 1048), (79498, 85437, 5939), (85437, 86333, 896), (86333, 89600, 3267), (89600, 90507, 907), (90507, 93927, 3420), (93927, 94751, 824), (94751, 98337, 3586), (98337, 99222, 885), (99222, 106840, 7618)]",3.093
94,Actual Test 12,57,28.543,26.568,20.957,"[(0, 2151, 2151), (2151, 9704, 7553), (9704, 12825, 3121), (12825, 17624, 4799), (17624, 23125, 5501), (23125, 24043, 918), (24043, 28543, 4500), (28543, 39446, 10903), (39446, 49808, 10362), (49808, 50829, 1021), (50829, 55111, 4282), (55111, 55898, 787), (55898, 59286, 3388), (59286, 59966, 680), (59966, 63814, 3848), (63814, 64732, 918), (64732, 68196, 3464), (68196, 68938, 742), (68938, 76068, 7130)]",1.975
95,Actual Test 12,59,43.312,40.028,19.895,"[(0, 2332, 2332), (2332, 13596, 11264), (13596, 15330, 1734), (15330, 16457, 1127), (16457, 19479, 3022), (19479, 23387, 3908), (23387, 30872, 7485), (30872, 36419, 5547), (36419, 43312, 6893), (43312, 47615, 4303), (47615, 54373, 6758), (54373, 56767, 2394), (56767, 64581, 7814), (64581, 71595, 7014), (71595, 76861, 5266), (76861, 83340, 6479), (83340, 84123, 783), (84123, 87027, 2904), (87027, 87844, 817), (87844, 91380, 3536), (91380, 92261, 881), (92261, 95543, 3282), (95543, 96230, 687), (96230, 103235, 7005)]",3.284
96,Actual Test 12,60,40.499,37.581,23.979,"[(0, 1914, 1914), (1914, 4325, 2411), (4325, 6626, 2301), (6626, 15754, 9128), (15754, 17263, 1509), (17263, 19550, 2287), (19550, 22298, 2748), (22298, 24468, 2170), (24468, 27181, 2713), (27181, 33848, 6667), (33848, 34928, 1080), (34928, 40499, 5571), (40499, 45061, 4562), (45061, 48428, 3367), (48428, 53595, 5167), (53595, 61984, 8389), (61984, 71668, 9684), (71668, 72550, 882), (72550, 78080, 5530), (78080, 78978, 898), (78978, 83387, 4409), (83387, 84338, 951), (84338, 88449, 4111), (88449, 89482, 1033), (89482, 94117, 4635), (94117, 94959, 842), (94959, 102059, 7100)]",2.918
97,Actual Test 13,37,26.932,24.855,19.996,"[(0, 2112, 2112), (2112, 5277, 3165), (5277, 7965, 2688), (7965, 11629, 3664), (11629, 14867, 3238), (14867, 17860, 2993), (17860, 22028, 4168), (22028, 22930, 902), (22930, 26932, 4002), (26932, 30097, 3165), (30097, 32784, 2687), (32784, 36449, 3665), (36449, 39686, 3237), (39686, 42679, 2993), (42679, 46848, 4169), (46848, 47750, 902), (47750, 51787, 4037), (51787, 52519, 732), (52519, 55804, 3285), (55804, 56478, 674), (56478, 59849, 3371), (59849, 60719, 870), (60719, 64327, 3608), (64327, 65040, 713), (65040, 71783, 6743)]",2.077
98,Actual Test 13,44,25.057,22.841,19.654,"[(0, 2271, 2271), (2271, 4674, 2403), (4674, 5592, 918), (5592, 6892, 1300), (6892, 8660, 1768), (8660, 11153, 2493), (11153, 12360, 1207), (12360, 14103, 1743), (14103, 16212, 2109), (16212, 19977, 3765), (19977, 25057, 5080), (25057, 27460, 2403), (27460, 28378, 918), (28378, 29678, 1300), (29678, 31446, 1768), (31446, 33939, 2493), (33939, 35146, 1207), (35146, 36889, 1743), (36889, 38998, 2109), (38998, 42763, 3765), (42763, 47898, 5135), (47898, 48708, 810), (48708, 51672, 2964), (51672, 52616, 944), (52616, 56159, 3543), (56159, 57058, 899), (57058, 60485, 3427), (60485, 61355, 870), (61355, 67552, 6197)]",2.216
99,Actual Test 13,45,36.6,34.255,20.442,"[(0, 2289, 2289), (2289, 4650, 2361), (4650, 5428, 778), (5428, 11875, 6447), (11875, 14560, 2685), (14560, 17007, 2447), (17007, 19569, 2562), (19569, 21507, 1938), (21507, 26729, 5222), (26729, 31348, 4619), (31348, 32272, 924), (32272, 36600, 4328), (36600, 38960, 2360), (38960, 39738, 778), (39738, 46185, 6447), (46185, 48870, 2685), (48870, 51317, 2447), (51317, 53879, 2562), (53879, 55817, 1938), (55817, 61039, 5222), (61039, 65658, 4619), (65658, 66582, 924), (66582, 70855, 4273), (70855, 71604, 749), (71604, 74447, 2843), (74447, 75269, 822), (75269, 79318, 4049), (79318, 80183, 865), (80183, 83761, 3578), (83761, 84589, 828), (84589, 91297, 6708)]",2.345
100,Actual Test 13,52,39.6,35.292,20.428,"[(0, 2126, 2126), (2126, 5577, 3451), (5577, 9353, 3776), (9353, 18054, 8701), (18054, 24892, 6838), (24892, 33064, 8172), (33064, 34087, 1023), (34087, 39600, 5513), (39600, 46116, 6516), (46116, 50934, 4818), (50934, 54034, 3100), (54034, 68638, 14604), (68638, 69462, 824), (69462, 74892, 5430), (74892, 75642, 750), (75642, 78842, 3200), (78842, 79584, 742), (79584, 83285, 3701), (83285, 84096, 811), (84096, 87482, 3386), (87482, 88257, 775), (88257, 95320, 7063)]",4.308
101,Actual Test 13,56,45.225,41.054,22.964,"[(0, 2325, 2325), (2325, 13146, 10821), (13146, 26401, 13255), (26401, 26938, 537), (26938, 30909, 3971), (30909, 31292, 383), (31292, 40073, 8781), (40073, 41013, 940), (41013, 45225, 4212), (45225, 49410, 4185), (49410, 55960, 6550), (55960, 63125, 7165), (63125, 64534, 1409), (64534, 72217, 7683), (72217, 81073, 8856), (81073, 82024, 951), (82024, 86279, 4255), (86279, 87108, 829), (87108, 91088, 3980), (91088, 91887, 799), (91887, 96845, 4958), (96845, 97724, 879), (97724, 101629, 3905), (101629, 102538, 909), (102538, 109243, 6705)]",4.171
102,Actual Test 13,57,33.964,31.541,18.504,"[(0, 2335, 2335), (2335, 8419, 6084), (8419, 13408, 4989), (13408, 18487, 5079), (18487, 22844, 4357), (22844, 28793, 5949), (28793, 29665, 872), (29665, 33964, 4299), (33964, 39578, 5614), (39578, 42174, 2596), (42174, 46598, 4424), (46598, 49364, 2766), (49364, 53971, 4607), (53971, 60279, 6308), (60279, 65505, 5226), (65505, 66231, 726), (66231, 69588, 3357), (69588, 70443, 855), (70443, 73367, 2924), (73367, 74297, 930), (74297, 77036, 2739), (77036, 77862, 826), (77862, 84009, 6147)]",2.423
103,Actual Test 13,60,39.611,36.943,22.214,"[(0, 2079, 2079), (2079, 5380, 3301), (5380, 10219, 4839), (10219, 18553, 8334), (18553, 22460, 3907), (22460, 27193, 4733), (27193, 34942, 7749), (34942, 35763, 821), (35763, 39611, 3848), (39611, 42687, 3076), (42687, 55392, 12705), (55392, 58828, 3436), (58828, 61750, 2922), (61750, 63830, 2080), (63830, 71951, 8121), (71951, 72771, 820), (72771, 76554, 3783), (76554, 77301, 747), (77301, 81150, 3849), (81150, 82015, 865), (82015, 85700, 3685), (85700, 86565, 865), (86565, 90688, 4123), (90688, 91507, 819), (91507, 98768, 7261)]",2.668
104,Actual Test 14,37,29.79,27.722,15.891,"[(0, 2073, 2073), (2073, 3997, 1924), (3997, 4883, 886), (4883, 7470, 2587), (7470, 9909, 2439), (9909, 13440, 3531), (13440, 14360, 920), (14360, 17352, 2992), (17352, 18566, 1214), (18566, 20070, 1504), (20070, 21536, 1466), (21536, 25169, 3633), (25169, 26212, 1043), (26212, 29790, 3578), (29790, 31713, 1923), (31713, 32599, 886), (32599, 35187, 2588), (35187, 37626, 2439), (37626, 41156, 3530), (41156, 42076, 920), (42076, 45069, 2993), (45069, 46282, 1213), (46282, 47787, 1505), (47787, 49253, 1466), (49253, 52886, 3633), (52886, 53929, 1043), (53929, 57512, 3583), (57512, 58393, 881), (58393, 61165, 2772), (61165, 62028, 863), (62028, 64118, 2090), (64118, 65120, 1002), (65120, 67362, 2242), (67362, 68221, 859), (68221, 73403, 5182)]",2.068
105,Actual Test 14,41,24.887,22.877,18.586,"[(0, 2009, 2009), (2009, 3971, 1962), (3971, 6823, 2852), (6823, 9579, 2756), (9579, 12106, 2527), (12106, 14545, 2439), (14545, 19475, 4930), (19475, 20469, 994), (20469, 24887, 4418), (24887, 26849, 1962), (26849, 29701, 2852), (29701, 32457, 2756), (32457, 34984, 2527), (34984, 37423, 2439), (37423, 42353, 4930), (42353, 43347, 994), (43347, 47764, 4417), (47764, 48650, 886), (48650, 51798, 3148), (51798, 52633, 835), (52633, 55373, 2740), (55373, 56349, 976), (56349, 59228, 2879), (59228, 60088, 860), (60088, 66350, 6262)]",2.01
106,Actual Test 14,42,32.019,29.947,20.031,"[(0, 2066, 2066), (2066, 5625, 3559), (5625, 8064, 2439), (8064, 12131, 4067), (12131, 14731, 2600), (14731, 17908, 3177), (17908, 20451, 2543), (20451, 22373, 1922), (22373, 27391, 5018), (27391, 28418, 1027), (28418, 32019, 3601), (32019, 35578, 3559), (35578, 38017, 2439), (38017, 42084, 4067), (42084, 44685, 2601), (44685, 47861, 3176), (47861, 50404, 2543), (50404, 52326, 1922), (52326, 57344, 5018), (57344, 58371, 1027), (58371, 61966, 3595), (61966, 62844, 878), (62844, 66064, 3220), (66064, 66902, 838), (66902, 70761, 3859), (70761, 71713, 952), (71713, 75130, 3417), (75130, 75980, 850), (75980, 81997, 6017)]",2.072
